Type,Status,City,State,PostalCode,GenderCode,BirthDate,MaritalStatus,Enrolled on ,Living status
Individual,Active,Mumbai,MAHARASHTRA,400078,FEMALE,5-Mar-92,M,10-Jan-20,couple with children
Individual,Active,Mumbai,MAHARASHTRA,400071,MALE,3-Jul-97,M,10-Jan-20,couple with children
Individual,Active,Calcutta South,WEST BENGAL,700041,MALE,12-Sep-93,M,10-Jan-20,couple with children
Individual,Active,Mumbai,MAHARASHTRA,400037,MALE,25-Nov-91,M,10-Jan-20,couple with children
Individual,Active,Mumbai,MAHARASHTRA,400081,MALE,16-Feb-83,M,10-Jan-20,couple with children
Individual,Active,Mumbai,MAHARASHTRA,400078,MALE,13-Apr-93,M,10-Jan-20,couple with children
Individual,Active,Mumbai,MAHARASHTRA,400053,FEMALE,8-Dec-78,M,10-Jan-20,couple with children
Individual,Active,Mumbai,MAHARASHTRA,400013,FEMALE,26-Feb-78,M,10-Jan-20,couple with children
Individual,Active,Mumbai,MAHARASHTRA,400050,FEMALE,18-May-84,M,10-Jan-20,couple with children
Individual,Active,Thane,MAHARASHTRA,400606,MALE,4-Nov-99,M,10-Jan-20,couple with children
Individual,Active,Mumbai,MAHARASHTRA,400078,FEMALE,27-Jun-95,M,10-Jan-20,couple with children
Individual,Active,Mumbai,MAHARASHTRA,400051,FEMALE,9-Dec-80,M,10-Jan-20,couple with children
Individual,Active,Mumbai,MAHARASHTRA,400078,MALE,9-Jan-96,M,10-Jan-20,couple with children
Individual,Active,Mumbai,MAHARASHTRA,400086,MALE,25-Apr-87,M,10-Jan-20,couple with children
Individual,Active,Thane,MAHARASHTRA,400604,FEMALE,12-Mar-97,M,10-Jan-20,couple with children
Individual,Active,Mumbai,MAHARASHTRA,400077,MALE,21-Jul-95,M,10-Jan-20,couple with children
Individual,Active,New Mumbai,MAHARASHTRA,400701,MALE,21-Mar-92,M,10-Jan-20,couple with children
Individual,Active,Mumbai,MAHARASHTRA,400059,MALE,9-Jan-87,M,10-Jan-20,couple with children
Individual,Active,Mumbai,MAHARASHTRA,400033,MALE,22-Sep-56,M,10-Jan-20,couple with children
Individual,Active,Hyderabad,TELANGANA,500089,MALE,12-Dec-73,M,30-Dec-18,couple with children
Individual,Active,Secunderabad,TELANGANA,500090,MALE,29-May-99,M,30-Dec-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500074,MALE,12-Dec-83,M,30-Dec-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500034,MALE,30-Jan-00,M,30-Dec-18,couple with children
Individual,Active,Bengaluru,KARNATAKA,562110,MALE,20-May-79,M,30-Dec-18,couple with children
Individual,Active,East Godavari,ANDHRA PRADESH,533101,MALE,2-Dec-77,M,30-Dec-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500019,MALE,23-Nov-68,M,30-Dec-18,couple with children
Individual,Active,Srikakulam,ANDHRA PRADESH,532001,MALE,12-Aug-63,M,30-Dec-18,couple with children
Individual,Active,Trivandrum,KERALA,695003,MALE,26-Mar-71,M,30-Dec-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500004,MALE,7-Jan-88,M,30-Dec-18,couple with children
Individual,Active,Bengaluru,KARNATAKA,560043,MALE,5-Aug-86,M,30-Dec-18,couple with children
Individual,Active,Chennai,TAMIL NADU,600017,MALE,4-Aug-55,M,30-Dec-18,couple with children
Individual,Active,New Delhi,DELHI,110070,MALE,9-Apr-87,M,30-Dec-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500032,MALE,13-Jan-89,M,30-Dec-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500032,MALE,10-Jul-73,M,30-Dec-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500032,FEMALE,28-Jul-88,M,30-Dec-18,couple with children
Individual,Active,Secunderabad,TELANGANA,500090,MALE,14-Mar-73,M,30-Dec-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500072,MALE,26-Jul-75,M,30-Dec-18,couple with children
Individual,Active,Secunderabad,TELANGANA,500011,MALE,6-Jan-93,M,30-Dec-18,couple with children
Individual,Active,Secunderabad,TELANGANA,500015,FEMALE,13-Mar-93,M,30-Dec-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500044,MALE,26-Jun-85,M,30-Dec-18,couple with children
Individual,Active,Secunderabad,TELANGANA,500049,MALE,23-Jun-86,M,30-Dec-18,couple with children
Business,Active,Hyderabad,TELANGANA,500027,Not Mention,1-Jan-00,M,30-Dec-18,couple with children
Individual,Active,Secunderabad,TELANGANA,500067,FEMALE,24-May-88,M,30-Dec-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500028,MALE,27-Jul-78,M,13-Oct-19,couple with children
Individual,Active,Thane,MAHARASHTRA,400607,FEMALE,18-May-85,M,13-Oct-19,couple with children
Individual,Active,Hyderabad,TELANGANA,500084,MALE,26-Oct-93,M,13-Oct-19,couple with children
Individual,Active,Mumbai,MAHARASHTRA,400093,MALE,26-May-66,M,13-Oct-19,couple with children
Individual,Active,New Mumbai,MAHARASHTRA,410210,MALE,15-Jan-80,M,13-Oct-19,couple with children
Individual,Active,Mumbai,MAHARASHTRA,400076,MALE,30-Jul-97,M,13-Oct-19,couple with children
Individual,Active,Thane,MAHARASHTRA,401202,FEMALE,2-Jul-80,M,13-Oct-19,couple with children
Individual,Active,Mumbai,MAHARASHTRA,400064,MALE,20-Jul-78,M,13-Oct-19,couple with children
Individual,Active,Thane,MAHARASHTRA,401201,MALE,23-Oct-84,M,13-Oct-19,couple with children
Individual,Active,Thane,MAHARASHTRA,401201,MALE,9-Aug-87,M,13-Oct-19,couple with children
Individual,Active,Thane,MAHARASHTRA,401305,MALE,12-Sep-89,M,13-Oct-19,couple with children
Individual,Active,hyderabad,TELANGANA,500072,MALE,28-Oct-83,M,13-Oct-19,couple with children
Individual,Active,Hyderabad City,ANDHRA PRADESH,500030,FEMALE,25-Sep-81,U,12-Dec-17,couple with children
Individual,Active,Hyderabad City,ANDHRA PRADESH,500073,MALE,10-Dec-69,U,12-Dec-17,couple with children
Individual,Active,Hyderabad,TELANGANA,500019,MALE,17-May-86,U,12-Dec-17,couple with children
Individual,Active,Hyderabad City,ANDHRA PRADESH,500020,MALE,13-Oct-90,M,14-Dec-17,couple with children
Individual,Active,Hyderabad City,ANDHRA PRADESH,500019,MALE,16-Dec-81,M,14-Dec-17,couple with children
Individual,Active,Secunderabad,TELANGANA,500100,MALE,25-Dec-88,M,14-Dec-17,couple with children
Individual,Active,West Godavari,ANDHRA PRADESH,534002,FEMALE,5-Aug-72,M,9-Jul-19,couple with children
Individual,Active,Bengaluru,KARNATAKA,560064,FEMALE,21-Sep-82,M,9-Jul-19,couple with children
Individual,Active,Hyderabad,TELANGANA,500019,MALE,23-Apr-87,M,9-Jul-19,couple with children
Individual,Active,Allahabad,UTTAR PRADESH,211012,MALE,5-Mar-85,M,9-Jul-19,couple with children
Individual,Active,Krishna,ANDHRA PRADESH,520003,MALE,30-Dec-66,M,9-Jul-19,couple with children
Individual,Active,Secunderabad,TELANGANA,500072,MALE,29-Aug-86,M,9-Jul-19,couple with children
Individual,Active,Pune,MAHARASHTRA,411044,FEMALE,8-Feb-70,M,9-Jul-19,couple with children
Individual,Active,Secunderabad,TELANGANA,500049,MALE,17-Aug-83,M,9-Jul-19,couple with children
Individual,Active,Guntur,ANDHRA PRADESH,522006,FEMALE,27-May-93,M,9-Jul-19,couple with children
Individual,Active,Khammam,TELANGANA,507003,MALE,29-Jan-52,M,9-Jul-19,couple with children
Individual,Active,Mumbai,MAHARASHTRA,400104,FEMALE,1-Jan-00,M,9-Jul-19,couple with children
Individual,Active,Hyderabad,TELANGANA,500035,MALE,1-Dec-73,M,9-Jul-19,couple with children
Individual,Active,Hyderabad,TELANGANA,500038,MALE,19-Jul-87,M,9-Jul-19,couple with children
Individual,Active,Secunderabad,TELANGANA,500090,MALE,7-Feb-63,M,9-Jul-19,couple with children
Individual,Active,Dharmavaram,ANDHRA PRADESH,515671,MALE,1-May-75,M,9-Jul-19,couple with children
Individual,Active,Mumbai,MAHARASHTRA,400015,FEMALE,10-Feb-87,M,9-Jul-19,couple with children
Individual,Active,Hyderabad,TELANGANA,500089,MALE,22-Jul-89,M,9-Jul-19,couple with children
Individual,Active,Hyderabad,TELANGANA,500018,MALE,17-Jun-78,M,27-Apr-19,couple with children
Individual,Active,Mumbai,MAHARASHTRA,400101,FEMALE,16-Aug-88,M,25-Aug-19,couple with children
Individual,Active,Pune City,MAHARASHTRA,411014,MALE,1-Oct-84,M,26-Aug-19,couple with children
Individual,Active,Hyderabad,TELANGANA,500084,MALE,6-Sep-90,M,26-Aug-19,couple with children
Individual,Active,Hyderabad,TELANGANA,500008,MALE,10-Jul-75,M,26-Aug-19,couple with children
Business,InActive,,,221301,MALE,30-Sep-18,U,30-Sep-18,couple with children
Individual,Active,Kolhapur,MAHARASHTRA,416002,MALE,7-Apr-92,M,16-Mar-20,couple with children
Individual,Active,Pune City,MAHARASHTRA,411027,FEMALE,27-Apr-83,M,16-Mar-20,couple with children
Individual,Active,Secunderabad,TELANGANA,500007,MALE,6-May-95,M,16-Mar-20,couple with children
Individual,Active,Mumbai,MAHARASHTRA,400063,FEMALE,17-Jan-90,M,16-Mar-20,couple with children
Individual,Active,Mumbai,MAHARASHTRA,400028,MALE,30-Jul-87,M,16-Mar-20,couple with children
Individual,Active,Hyderabad,TELANGANA,500004,MALE,24-Dec-96,M,15-Jan-19,couple with children
Individual,Active,Hyderabad,TELANGANA,500018,MALE,18-Jul-73,M,15-Jan-19,couple with children
Individual,Active,Secunderabad,TELANGANA,500049,MALE,6-Oct-71,M,15-Jan-19,couple with children
Individual,Active,Secunderabad,TELANGANA,500049,MALE,13-Jan-90,M,15-Jan-19,couple with children
Individual,Active,Mumbai,MAHARASHTRA,400067,MALE,22-Jun-42,M,1-Feb-20,couple with children
Individual,Active,Mumbai,MAHARASHTRA,400025,FEMALE,17-Jun-78,M,1-Feb-20,couple with children
Individual,Active,Mumbai,MAHARASHTRA,400102,MALE,19-May-50,M,1-Feb-20,couple with children
Individual,Active,Gurgaon,HARYANA,122006,MALE,10-Sep-82,M,1-Feb-20,couple with children
Individual,Active,Pune City,NULL,411030,MALE,11-Jan-90,M,29-Feb-20,couple with children
Individual,Active,Bhopal,NULL,462039,MALE,29-May-88,M,29-Feb-20,couple with children
Individual,Active,Pune City,NULL,411037,MALE,29-Dec-79,M,29-Feb-20,couple with children
Individual,Active,Secunderabad,NULL,500056,FEMALE,30-Dec-88,M,29-Feb-20,couple with children
Individual,Active,Mahadevapura,KARNATAKA,560048,FEMALE,4-Jul-83,M,29-Feb-20,couple with children
Business,Active,Hyderabad South East,TELANGANA,500048,Not Mention,1-Jan-00,M,29-Feb-20,couple with children
Individual,Active,Thane,NULL,400605,MALE,5-Mar-95,M,29-Feb-20,couple with children
Individual,Active,Thane,MAHARASHTRA,400615,MALE,26-Apr-94,M,29-Feb-20,couple with children
Business,Active,Hyderabad South East,TELANGANA,500039,Not Mention,1-Jan-00,M,29-Feb-20,couple with children
Individual,Active,Pune City,NULL,411009,FEMALE,24-Nov-84,M,29-Feb-20,couple with children
Individual,Active,Hyderabad,NULL,500084,MALE,8-Aug-90,M,29-Feb-20,couple with children
Individual,Active,Hyderabad City,NULL,500018,FEMALE,30-Nov-81,M,29-Feb-20,couple with children
Individual,Active,Secunderabad,ANDHRA PRADESH,500025,MALE,8-Apr-42,M,6-Aug-19,couple with children
Individual,Active,Kurnool,ANDHRA PRADESH,518124,MALE,6-May-94,M,6-Aug-19,couple with children
Individual,Active,Bengaluru,KARNATAKA,560078,MALE,15-Oct-94,M,6-Aug-19,couple with children
Individual,Active,Hyderabad City,ANDHRA PRADESH,500008,FEMALE,20-May-74,M,6-Aug-19,couple with children
Individual,Active,Secunderabad,ANDHRA PRADESH,500003,FEMALE,11-Jun-93,M,6-Aug-19,couple with children
Individual,Active,Secunderabad,ANDHRA PRADESH,500055,MALE,5-Jun-76,M,7-Aug-19,couple with children
Individual,Active,New Delhi,DELHI,110016,FEMALE,12-Sep-99,M,7-Aug-19,couple with children
Individual,Active,Secunderabad,TELANGANA,500047,FEMALE,10-Jun-78,M,9-Feb-20,couple with children
Individual,Active,Secunderabad,ANDHRA PRADESH,500003,FEMALE,29-Aug-69,M,2-Jan-18,couple with children
Individual,Active,Hyderabad City,Andhra Pradesh,500046,MALE,2-Mar-84,M,2-Jan-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500019,MALE,18-Jan-88,M,2-Jan-18,couple with children
Individual,Active,Hyderabad City,ANDHRA PRADESH,500082,MALE,9-Apr-68,M,2-Jan-18,couple with children
Individual,Active,Secunderabad,TELANGANA,500062,MALE,2-Jul-91,M,21-Jul-18,couple with children
Individual,Active,Secunderabad,TELANGANA,500085,MALE,19-Feb-97,M,21-Jul-18,couple with children
Individual,Active,Secunderabad,TELANGANA,500016,FEMALE,12-Jul-75,M,21-Jul-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500019,FEMALE,11-Mar-86,M,21-Jul-18,couple with children
Individual,Active,Secunderabad,TELANGANA,500054,MALE,1-Aug-88,M,21-Jul-18,couple with children
Individual,Active,Peddapalli,TELANGANA,505172,FEMALE,1-Feb-95,M,21-Jul-18,couple with children
Individual,Active,Hyderabad,Telangana,500082,FEMALE,16-Apr-90,M,21-Jul-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500035,MALE,1-Mar-71,M,22-Jul-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500039,FEMALE,14-Mar-88,M,22-Jul-18,couple with children
Individual,Active,Secunderabad,TELANGANA,500072,MALE,13-Mar-95,M,22-Jul-18,couple with children
Individual,Active,Secunderabad,TELANGANA,500072,MALE,11-Nov-96,M,22-Jul-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500008,MALE,24-Jan-91,M,22-Jul-18,couple with children
Individual,Active,Secunderabad,TELANGANA,500016,FEMALE,16-Aug-76,M,22-Jul-18,couple with children
Individual,Active,Bangalore,KARNATAKA,560102,MALE,15-Sep-91,M,22-Jul-18,couple with children
Individual,Active,Secunderabad,TELANGANA,500050,MALE,30-Apr-84,M,22-Jul-18,couple with children
Individual,Active,Bangalore,KARNATAKA,560092,MALE,28-Jan-77,M,22-Jul-18,couple with children
Individual,Active,Bilaspur,CHATTISGARH,495004,MALE,10-Mar-65,M,22-Jul-18,couple with children
Individual,Active,Secunderabad,TELANGANA,500090,MALE,15-Aug-79,M,22-Jul-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500028,MALE,5-May-92,M,22-Jul-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500008,FEMALE,19-Jun-93,M,22-Jul-18,couple with children
Individual,Active,Krishna,ANDHRA PRADESH,520008,FEMALE,15-Aug-87,M,25-Aug-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500057,MALE,16-Jun-91,M,25-Aug-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500084,MALE,7-May-88,M,25-Aug-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500028,MALE,7-Jul-83,M,25-Aug-18,couple with children
Individual,Active,Khammam,TELANGANA,507002,MALE,26-Nov-83,M,25-Aug-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500029,MALE,28-Aug-93,M,25-Aug-18,couple with children
Individual,Active,Secunderabad,TELANGANA,500014,FEMALE,9-Aug-91,M,25-Aug-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500019,FEMALE,3-Sep-91,M,25-Aug-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500008,MALE,10-Aug-82,M,25-Aug-18,couple with children
Individual,Active,Nagpur,MAHARASHTRA,440027,FEMALE,14-Apr-87,M,25-Aug-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500081,MALE,8-Nov-95,M,25-Aug-18,couple with children
Individual,Active,Chittoor,ANDHRA PRADESH,517325,MALE,27-Jul-93,M,25-Aug-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500092,MALE,24-Aug-89,M,25-Aug-18,couple with children
Individual,Active,Secunderabad,TELANGANA,500072,MALE,27-Aug-88,M,25-Aug-18,couple with children
Individual,Active,Chandigarh,PUNJAB,140308,MALE,24-Dec-55,M,27-Aug-19,couple with children
Individual,Active,Mumbai,MAHARASHTRA,400088,FEMALE,5-Oct-76,M,27-Aug-19,couple with children
Individual,Active,Mumbai,MAHARASHTRA,400091,FEMALE,3-Mar-84,M,27-Aug-19,couple with children
Individual,Active,Thane,MAHARASHTRA,401107,MALE,10-Feb-81,M,27-Aug-19,couple with children
Individual,Active,New Mumbai,MAHARASHTRA,410218,FEMALE,12-Feb-85,M,27-Aug-19,couple with children
Individual,Active,Goa,MAHARASHTRA,403511,MALE,15-Apr-78,M,27-Aug-19,couple with children
Individual,Active,Mumbai,MAHARASHTRA,400059,MALE,6-Apr-93,M,27-Aug-19,couple with children
Individual,Active,Bangalore,KARNATAKA,560067,MALE,2-Nov-90,M,27-Aug-19,couple with children
Individual,Active,Mumbai,MAHARASHTRA,400053,MALE,5-Mar-68,M,27-Aug-19,couple with children
Individual,Active,Mumbai,MAHARASHTRA,400093,FEMALE,8-Aug-58,M,27-Aug-19,couple with children
Individual,Active,Mumbai,MAHARASHTRA,400097,MALE,29-Jan-50,M,27-Aug-19,couple with children
Individual,Active,Mumbai,MAHARASHTRA,400058,MALE,1-Jan-00,M,27-Aug-19,couple with children
Individual,Active,Hyderabad,TELANGANA,500081,MALE,18-Aug-94,M,27-Aug-19,couple with children
Individual,Active,Thane,MAHARASHTRA,401107,MALE,15-Oct-70,M,27-Aug-19,couple with children
Individual,Active,Mumbai,MAHARASHTRA,400060,FEMALE,22-Feb-68,M,27-Aug-19,couple with children
Individual,Active,Mumbai,MAHARASHTRA,400050,FEMALE,25-Jan-84,M,27-Aug-19,couple with children
Individual,Active,Secunderabad,TELANGANA,500017,FEMALE,17-Oct-67,M,27-Aug-19,couple with children
Individual,Active,Thane,MAHARASHTRA,401107,FEMALE,9-Feb-86,M,27-Aug-19,couple with children
Individual,Active,Pune City,MAHARASHTRA,411057,FEMALE,7-Nov-79,M,27-Aug-19,couple with children
Individual,Active,Thane,MAHARASHTRA,401101,MALE,24-Oct-87,M,27-Aug-19,couple with children
Individual,Active,Thane Central,MAHARASHTRA,400606,MALE,25-Nov-67,M,1-Dec-19,couple with children
Individual,Active,Hyderabad City,ANDHRA PRADESH,500075,MALE,29-Dec-94,M,1-Dec-19,couple with children
Individual,Active,Mumbai  North,MAHARASHTRA,400053,MALE,19-Oct-90,M,1-Dec-19,couple with children
Individual,Active,Mumbai  South,MAHARASHTRA,400004,MALE,4-Nov-97,M,1-Dec-19,couple with children
Individual,Active,Kurnool,ANDHRA PRADESH,518001,MALE,19-May-94,M,1-Dec-19,couple with children
Individual,Active,Mumbai  North East,MAHARASHTRA,400024,FEMALE,18-Jul-84,M,1-Dec-19,Couple without children
Individual,Active,New Mumbai,MAHARASHTRA,400706,MALE,13-Sep-69,M,1-Dec-19,Couple without children
Individual,Active,Hyderabad,TELANGANA,500084,FEMALE,23-Jan-88,M,1-Dec-19,Couple without children
Individual,Active,Mumbai  North West,MAHARASHTRA,400067,MALE,23-Sep-79,M,1-Dec-19,Couple without children
Individual,Active,Kozhikode,KERALA,673503,MALE,25-Apr-84,M,1-Dec-19,Couple without children
Individual,Active,Mumbai  North,MAHARASHTRA,400050,FEMALE,12-Oct-89,M,1-Dec-19,Couple without children
Individual,Active,Mumbai  North,MAHARASHTRA,400053,MALE,12-Aug-88,M,1-Dec-19,Couple without children
Individual,Active,Mumbai  North,MAHARASHTRA,400054,MALE,6-Dec-67,M,1-Dec-19,Couple without children
Individual,Active,Mumbai  North,MAHARASHTRA,400053,MALE,9-Dec-99,M,1-Dec-19,Couple without children
Individual,Active,Mumbai  North,MAHARASHTRA,400054,MALE,6-Dec-80,M,1-Dec-19,Couple without children
Individual,Active,Mumbai  North,MAHARASHTRA,400057,MALE,6-Dec-67,M,1-Dec-19,Couple without children
Individual,Active,Mumbai  North,MAHARASHTRA,400054,MALE,14-Jun-78,M,1-Dec-19,Couple without children
Individual,Active,Thane West,MAHARASHTRA,401107,FEMALE,7-Oct-86,M,1-Dec-19,Couple without children
Individual,Active,Mumbai  West,MAHARASHTRA,400013,MALE,23-Sep-92,M,1-Dec-19,Couple without children
Individual,Active,Cuddapah,ANDHRA PRADESH,516101,MALE,20-Apr-91,M,1-Dec-19,Couple without children
Individual,Active,Mumbai  North,MAHARASHTRA,400058,FEMALE,8-Nov-75,M,1-Dec-19,Couple without children
Individual,Active,Mumbai  West,MAHARASHTRA,400013,FEMALE,12-Sep-88,M,1-Dec-19,Couple without children
Individual,Active,Sangareddy,TELANGANA,502032,MALE,29-Jan-90,M,1-Dec-19,Couple without children
Individual,Active,Mumbai  North West,MAHARASHTRA,400097,MALE,17-Jun-81,M,1-Dec-19,Couple without children
Individual,Active,Hyderabad,TELANGANA,500018,FEMALE,9-Sep-91,M,14-Apr-19,Couple without children
Individual,Active,Hyderabad,TELANGANA,500018,MALE,27-Apr-89,M,14-Apr-19,Couple without children
Individual,Active,Hyderabad,TELANGANA,500028,FEMALE,2-Apr-97,M,14-Apr-19,Couple without children
Individual,Active,Hyderabad,TELANGANA,500019,FEMALE,7-May-99,M,14-Apr-19,Couple without children
Individual,Active,Hyderabad,TELANGANA,500019,MALE,5-Aug-00,M,14-Apr-19,Couple without children
Individual,Active,Secunderabad,TELANGANA,500090,MALE,4-Jul-78,M,14-Apr-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400056,MALE,12-Sep-55,M,14-Apr-19,Couple without children
Individual,Active,Hyderabad City,TELANGANA,500075,FEMALE,13-Nov-85,M,13-Feb-20,Couple without children
Individual,Active,Secunderabad,TELANGANA,500056,MALE,2-Sep-93,M,26-Aug-18,Couple without children
Individual,Active,East Godavari,ANDHRA PRADESH,533249,MALE,2-Apr-97,M,26-Aug-18,Couple without children
Individual,Active,Secunderabad,TELANGANA,500085,MALE,19-May-87,M,26-Aug-18,Couple without children
Individual,Active,Mangalore,KARNATAKA,575002,FEMALE,15-Oct-74,M,10-Jul-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400050,MALE,25-Nov-70,M,10-Jul-19,Couple without children
Individual,Active,Haveli,MAHARASHTRA,411057,FEMALE,16-May-91,M,10-Jul-19,Couple without children
Individual,Active,Secunderabad,TELANGANA,500020,FEMALE,18-Sep-76,M,10-Jul-19,Couple without children
Business,InActive,,,500053,MALE,19-Aug-18,U,19-Aug-18,Couple without children
Individual,Active,Secunderabad,TELANGANA,500007,MALE,6-Mar-70,M,5-Apr-19,Couple without children
Individual,Active,Secunderabad,TELANGANA,500094,FEMALE,28-Dec-95,M,2-Apr-19,Couple without children
Individual,Active,Thane,MAHARASHTRA,400701,FEMALE,31-Oct-87,M,2-Apr-19,Couple without children
Individual,Active,Hyderabad,TELANGANA,500084,MALE,21-Jan-91,M,2-Apr-19,Couple without children
Individual,Active,Hyderabad,TELANGANA,500008,MALE,4-Apr-94,M,2-Apr-19,Couple without children
Individual,Active,New Delhi,DELHI,110065,FEMALE,30-Aug-86,M,24-Sep-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400066,MALE,26-Jun-82,M,27-Sep-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400068,FEMALE,27-Jan-83,M,27-Sep-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400101,FEMALE,22-Jun-58,M,27-Sep-19,Couple without children
Individual,Active,Secunderabad,TELANGANA,500007,MALE,7-Jun-95,M,27-Sep-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400025,FEMALE,18-Dec-86,M,27-Sep-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400026,FEMALE,6-Sep-69,M,27-Sep-19,Couple without children
Business,Active,Nanded,MAHARASHTRA,431601,Not Mention,1-Jan-00,M,27-Sep-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400053,MALE,18-Jun-61,M,27-Sep-19,Couple without children
Individual,Active,Secunderabad,TELANGANA,500072,MALE,4-May-98,M,27-Sep-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400064,FEMALE,8-Jan-82,M,27-Sep-19,Couple without children
Individual,Active,Secunderabad,TELANGANA,500093,MALE,10-Sep-97,M,27-Sep-19,Couple without children
Individual,Active,Kakinada,ANDHRA PRADESH,533006,MALE,16-Sep-98,M,27-Sep-19,Couple without children
Individual,Active,Hyderabad,TELANGANA,500063,MALE,10-Dec-96,M,27-Sep-19,Couple without children
Individual,Active,Secunderabad,TELANGANA,500072,MALE,5-Apr-88,M,27-Sep-19,Couple without children
Individual,Active,Secunderabad,TELANGANA,500072,MALE,7-Apr-99,M,27-Sep-19,Couple without children
Individual,Active,Secunderabad,TELANGANA,500072,MALE,14-Jun-99,M,27-Sep-19,Couple without children
Individual,Active,Hyderabad,TELANGANA,500019,MALE,10-Aug-99,M,27-Sep-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400074,MALE,1-Jan-77,M,27-Sep-19,Couple without children
Individual,Active,Secunderabad,TELANGANA,500072,MALE,9-Mar-99,M,27-Sep-19,Couple without children
Individual,Active,Secunderabad,TELANGANA,500072,MALE,14-May-98,M,27-Sep-19,Couple without children
Individual,Active,Hyderabad,TELANGANA,500008,MALE,28-Jan-91,M,28-Dec-18,Couple without children
Individual,Active,Hyderabad,TELANGANA,500019,FEMALE,12-Aug-86,M,12-Jun-19,Couple without children
Individual,Active,Hyderabad,TELANGANA,500076,MALE,7-Jun-69,M,12-Jun-19,Couple without children
Individual,Active,Hyderabad,TELANGANA,500081,FEMALE,29-Jan-79,M,12-Jun-19,Couple without children
Individual,Active,Secunderabad,TELANGANA,500047,FEMALE,1-Jan-59,M,12-Jun-19,Couple without children
Individual,Active,Hyderabad,TELANGANA,500081,MALE,22-Apr-94,M,12-Jun-19,Couple without children
Individual,Active,Hyderabad,TELANGANA,500008,MALE,1-Feb-95,M,12-Jun-19,Couple without children
Individual,Active,Hanamkonda,TELANGANA,506001,FEMALE,14-Mar-87,M,12-Jun-19,Couple without children
Individual,Active,Chennai,TAMIL NADU,600009,MALE,25-Dec-67,M,12-Jun-19,Couple without children
Individual,Active,Beed,MAHARASHTRA,431520,MALE,21-Mar-63,M,12-Jun-19,Couple without children
Individual,Active,Hyderabad,TELANGANA,500018,MALE,28-Jun-97,M,12-Jun-19,Couple without children
Individual,Active,Jhansi,UTTAR PRADESH,284002,FEMALE,5-Jan-89,M,12-Jun-19,Couple without children
Individual,Active,Hyderabad,TELANGANA,500034,FEMALE,12-Mar-88,M,12-Jun-19,Couple without children
Individual,Active,Hyderabad,TELANGANA,500045,FEMALE,10-Sep-78,M,13-Jun-19,Couple without children
Individual,Active,Secunderabad,TELANGANA,500072,FEMALE,2-Nov-76,M,13-Jun-19,Couple without children
Individual,Active,Bengaluru,KARNATAKA,560076,FEMALE,3-Aug-76,M,13-Jun-19,Couple without children
Individual,Active,Hyderabad,TELANGANA,500032,FEMALE,2-Jun-96,M,13-Jun-19,Couple without children
Individual,Active,Hyderabad,TELANGANA,500081,FEMALE,10-Dec-92,M,13-Jun-19,Couple without children
Individual,Active,Hyderabad,TELANGANA,500032,FEMALE,23-Oct-84,M,13-Jun-19,Couple without children
Individual,Active,Hyderabad,TELANGANA,500032,MALE,10-Oct-63,M,13-Jun-19,Couple without children
Individual,Active,Hyderabad,TELANGANA,500028,FEMALE,29-Sep-88,M,13-Jun-19,Couple without children
Individual,Active,Hyderabad,TELANGANA,500073,MALE,16-Jul-96,M,13-Jun-19,Couple without children
Individual,Active,Hyderabad,TELANGANA,500019,MALE,12-May-78,M,23-Mar-19,Couple without children
